sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day,animal_id,previous_latitude,previous_longitude,previous_timestamp,distance_km,time_diff_hours,speed_kmh,speed_risk,distance_risk,anomaly_risk,weather_risk,habitat_risk,behavior_risk,risk_score,risk_level,conservation_priority,risk_reason
S0998,2025-05-14 21:02:00,Rabbit,Socializing,24.61971,78.34529,24.3,Windy,Wetland,Night,RAB_004,24.46577,78.63237,2025-05-12 04:02:00,33.70747165542864,65.0,0.5185764870065945,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0620,2025-05-17 03:21:00,Rabbit,Resting,24.56084,78.42713,23.9,Windy,Forest,Evening,RAB_004,24.61971,78.34529,2025-05-14 21:02:00,10.551024479160287,54.31666666666667,0.1942502205429939,0,0,0,5,3,0,8,Low,Normal,"Environmental condition, Habitat factor"
S0578,2025-05-19 08:58:00,Rabbit,Hunting,24.4992,78.68729,33.6,Foggy,Forest,Afternoon,RAB_004,24.56084,78.42713,2025-05-17 03:21:00,27.195377789386075,53.61666666666667,0.5072187340264732,0,0,0,8,3,5,16,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0498,2025-05-21 21:16:00,Rabbit,Playing,24.6832,78.41364,24.0,Rainy,Grassland,Afternoon,RAB_004,24.4992,78.68729,2025-05-19 08:58:00,34.41159424781908,60.3,0.5706732047731191,0,0,0,5,1,2,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0691,2025-05-25 14:12:00,Rabbit,Resting,24.38307,78.41227,20.0,Foggy,Desert,Morning,RAB_004,24.6832,78.41364,2025-05-21 21:16:00,33.373221073632656,88.93333333333334,0.3752611065251048,0,0,0,8,1,0,9,Low,Normal,"Environmental condition, Habitat factor"
S0431,2025-05-29 21:51:00,Rabbit,Resting,24.31171,78.44449,21.3,Cloudy,Grassland,Night,RAB_004,24.38307,78.41227,2025-05-25 14:12:00,8.579992765420279,103.65,0.08277851196739294,0,0,0,2,1,0,3,Low,Normal,"Environmental condition, Habitat factor"
S0167,2025-05-02 23:40:00,Rabbit,Running,24.40883,78.52934,31.7,Cloudy,Wetland,Night,RAB_005,,,,0.0,,0.0,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0992,2025-05-07 19:51:00,Rabbit,Alert,24.48173,78.5085,25.3,Windy,Wetland,Evening,RAB_005,24.40883,78.52934,2025-05-02 23:40:00,8.376115769143539,116.18333333333334,0.07209395296924577,0,0,0,5,5,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0105,2025-05-10 12:22:00,Rabbit,Alert,24.41505,78.68914,24.6,Foggy,Wetland,Night,RAB_005,24.48173,78.5085,2025-05-07 19:51:00,19.731273445928004,64.51666666666667,0.3058321898103023,0,0,0,8,5,4,17,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0120,2025-05-12 04:09:00,Rabbit,Hunting,24.57882,78.37466,21.0,Cloudy,Desert,Morning,RAB_005,24.41505,78.68914,2025-05-10 12:22:00,36.663088565733254,39.78333333333333,0.9215690464784229,20,0,0,2,1,5,28,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0360,2025-05-14 21:18:00,Rabbit,Playing,24.53675,78.39565,34.2,Foggy,Desert,Night,RAB_005,24.57882,78.37466,2025-05-12 04:09:00,5.1371124134101525,65.15,0.07885053589271146,0,0,0,8,1,2,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0045,2025-05-17 11:56:00,Rabbit,Resting,24.34084,78.66094,30.6,Rainy,Wetland,Afternoon,RAB_005,24.53675,78.39565,2025-05-14 21:18:00,34.58019476241966,62.63333333333333,0.5521052915766843,0,0,0,5,5,0,10,Low,Normal,"Environmental condition, Habitat factor"
S0584,2025-05-19 09:59:00,Rabbit,Alert,24.56202,78.35051,26.6,Rainy,Forest,Night,RAB_005,24.34084,78.66094,2025-05-17 11:56:00,39.90279910940733,46.05,0.866510295535447,20,20,0,5,3,4,52,High,High Priority,"High movement speed, Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0469,2025-05-21 22:18:00,Rabbit,Grazing,24.50204,78.45871,28.3,Rainy,Grassland,Morning,RAB_005,24.56202,78.35051,2025-05-19 09:59:00,12.81716141257571,60.31666666666667,0.21249784049586695,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0489,2025-05-25 23:54:00,Rabbit,Playing,24.40876,78.6771,34.0,Cloudy,Forest,Morning,RAB_005,24.50204,78.45871,2025-05-21 22:18:00,24.41769069163194,97.6,0.2501812570863928,0,0,0,2,3,2,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0753,2025-05-29 22:53:00,Rabbit,Alert,24.33677,78.61562,31.9,Foggy,Savanna,Morning,RAB_005,24.40876,78.6771,2025-05-25 23:54:00,10.141720973500336,94.98333333333333,0.10677368984208109,0,0,0,8,2,4,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0686,2025-05-03 23:16:00,Rabbit,Hunting,24.44576,78.30906,31.5,Sunny,Forest,Night,RAB_006,,,,0.0,,0.0,0,0,0,0,3,5,8,Low,Normal,"Habitat factor, Active/risk behavior"
S0401,2025-05-07 22:46:00,Rabbit,Hunting,24.42095,78.67839,28.9,Windy,Grassland,Morning,RAB_006,24.44576,78.30906,2025-05-03 23:16:00,37.49135521481541,95.5,0.3925796357572294,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0408,2025-05-10 13:30:00,Rabbit,Socializing,24.38561,78.55162,18.8,Sunny,Grassland,Morning,RAB_006,24.42095,78.67839,2025-05-07 22:46:00,13.424832218573234,62.733333333333334,0.2139983881812949,0,0,0,0,1,1,2,Low,Normal,"Habitat factor, Active/risk behavior"
S0704,2025-05-12 12:40:00,Rabbit,Alert,24.62137,78.61819,26.3,Cloudy,Grassland,Night,RAB_006,24.38561,78.55162,2025-05-10 13:30:00,27.066780234227142,47.166666666666664,0.5738539978988086,0,0,0,2,1,4,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0612,2025-05-15 11:40:00,Rabbit,Alert,24.50758,78.68446,26.0,Cloudy,Forest,Evening,RAB_006,24.62137,78.61819,2025-05-12 12:40:00,14.31821824214979,71.0,0.20166504566408155,0,0,0,2,3,4,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0151,2025-05-17 14:47:00,Rabbit,Socializing,24.39112,78.58683,34.4,Foggy,Desert,Afternoon,RAB_006,24.50758,78.68446,2025-05-15 11:40:00,16.28986369889131,51.11666666666667,0.3186800854038078,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0993,2025-05-19 12:31:00,Rabbit,Resting,24.34824,78.62002,32.5,Sunny,Wetland,Night,RAB_006,24.39112,78.58683,2025-05-17 14:47:00,5.833993194591151,45.733333333333334,0.12756544886132254,0,0,0,0,5,0,5,Low,Normal,Habitat factor
S0726,2025-05-22 06:57:00,Rabbit,Running,24.32742,78.39662,24.9,Rainy,Wetland,Night,RAB_006,24.34824,78.62002,2025-05-19 12:31:00,22.751455226833667,66.43333333333334,0.3424704750652333,0,0,0,5,5,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0179,2025-05-26 01:03:00,Rabbit,Grazing,24.39387,78.65893,28.2,Foggy,Desert,Morning,RAB_006,24.32742,78.39662,2025-05-22 06:57:00,27.578909063378326,90.1,0.30609222045924894,0,0,0,8,1,1,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0556,2025-05-30 05:28:00,Rabbit,Resting,24.30962,78.4656,27.2,Windy,Grassland,Night,RAB_006,24.39387,78.65893,2025-05-26 01:03:00,21.709997223279938,100.41666666666667,0.2161991424724973,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0160,2025-05-04 02:50:00,Rabbit,Hunting,24.34884,78.68827,30.6,Windy,Grassland,Afternoon,RAB_007,,,,0.0,,0.0,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0281,2025-05-08 00:02:00,Rabbit,Running,24.49475,78.58021,24.2,Windy,Desert,Evening,RAB_007,24.34884,78.68827,2025-05-04 02:50:00,19.56860249084336,93.2,0.20996354603909184,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0290,2025-05-10 23:43:00,Rabbit,Resting,24.46351,78.5763,33.8,Rainy,Grassland,Afternoon,RAB_007,24.49475,78.58021,2025-05-08 00:02:00,3.4961934208722636,71.68333333333334,0.0487727517443236,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0396,2025-05-13 09:03:00,Rabbit,Running,24.68932,78.44869,19.3,Rainy,Savanna,Morning,RAB_007,24.46351,78.5763,2025-05-10 23:43:00,28.2307271499639,57.333333333333336,0.49239640377844013,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0240,2025-05-15 11:56:00,Rabbit,Running,24.48377,78.55818,18.4,Cloudy,Savanna,Evening,RAB_007,24.68932,78.44869,2025-05-13 09:03:00,25.396192946930885,50.88333333333333,0.499106314056945,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0102,2025-05-17 14:53:00,Rabbit,Grazing,24.40606,78.67249,25.6,Cloudy,Forest,Night,RAB_007,24.48377,78.55818,2025-05-15 11:56:00,14.44164427308052,50.95,0.28344738514387674,0,0,0,2,3,1,6,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0137,2025-05-19 23:57:00,Rabbit,Resting,24.61987,78.60752,33.8,Cloudy,Savanna,Morning,RAB_007,24.40606,78.67249,2025-05-17 14:53:00,24.6665298956768,57.06666666666667,0.43224059396629905,0,0,0,2,2,0,4,Low,Normal,"Environmental condition, Habitat factor"
S0467,2025-05-22 14:18:00,Rabbit,Alert,24.55488,78.31782,29.8,Foggy,Grassland,Evening,RAB_007,24.61987,78.60752,2025-05-19 23:57:00,30.17057130714977,62.35,0.4838904780617445,0,0,0,8,1,4,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0234,2025-05-26 07:34:00,Rabbit,Playing,24.31613,78.54603,32.0,Cloudy,Forest,Evening,RAB_007,24.55488,78.31782,2025-05-22 14:18:00,35.192670271507744,89.26666666666667,0.3942420120034475,0,0,0,2,3,2,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0995,2025-05-30 13:50:00,Rabbit,Grazing,24.37961,78.64962,32.0,Sunny,Forest,Night,RAB_007,24.31613,78.54603,2025-05-26 07:34:00,12.647245787159923,102.26666666666667,0.12366928735814788,0,0,0,0,3,1,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0699,2025-05-04 20:54:00,Rabbit,Socializing,24.4087,78.30024,19.7,Foggy,Savanna,Afternoon,RAB_008,,,,0.0,,0.0,0,0,0,8,2,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0350,2025-05-08 08:47:00,Rabbit,Grazing,24.60293,78.43367,23.2,Foggy,Savanna,Morning,RAB_008,24.4087,78.30024,2025-05-04 20:54:00,25.46965421277738,83.88333333333334,0.3036318801443757,0,0,0,8,2,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0366,2025-05-11 01:53:00,Rabbit,Running,24.38307,78.33273,29.7,Cloudy,Wetland,Evening,RAB_008,24.60293,78.43367,2025-05-08 08:47:00,26.49521906350228,65.1,0.406992612342585,0,0,0,2,5,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0723,2025-05-13 17:11:00,Rabbit,Playing,24.55579,78.68431,18.9,Foggy,Savanna,Morning,RAB_008,24.38307,78.33273,2025-05-11 01:53:00,40.43480110753999,63.3,0.6387804282391784,0,20,0,8,2,2,32,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0547,2025-05-15 15:17:00,Rabbit,Socializing,24.38681,78.40664,22.0,Foggy,Forest,Morning,RAB_008,24.55579,78.68431,2025-05-13 17:11:00,33.80488072600611,46.1,0.7332945927550132,0,0,0,8,3,1,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0309,2025-05-17 20:28:00,Rabbit,Resting,24.48246,78.39569,22.1,Cloudy,Wetland,Morning,RAB_008,24.38681,78.40664,2025-05-15 15:17:00,10.693407685189914,53.18333333333333,0.20106689473876369,0,0,0,2,5,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0335,2025-05-20 04:02:00,Rabbit,Socializing,24.69607,78.4909,28.4,Windy,Forest,Morning,RAB_008,24.48246,78.39569,2025-05-17 20:28:00,25.629064335154457,55.56666666666667,0.4612309118504101,0,0,0,5,3,1,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0273,2025-05-23 04:53:00,Rabbit,Grazing,24.66551,78.48318,20.4,Sunny,Savanna,Night,RAB_008,24.69607,78.4909,2025-05-20 04:02:00,3.48648942584907,72.85,0.04785846843993233,0,0,0,0,2,1,3,Low,Normal,"Habitat factor, Active/risk behavior"
S0769,2025-05-27 00:26:00,Rabbit,Grazing,24.4923,78.69886,23.6,Rainy,Grassland,Evening,RAB_008,24.66551,78.48318,2025-05-23 04:53:00,29.096422459721797,91.55,0.31782001594453085,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0289,2025-05-30 14:35:00,Rabbit,Running,24.51888,78.68725,19.9,Foggy,Desert,Afternoon,RAB_008,24.4923,78.69886,2025-05-27 00:26:00,3.1804437566904316,86.15,0.036917513136278945,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0742,2025-05-05 03:14:00,Rabbit,Hunting,24.56046,78.34029,33.9,Cloudy,Desert,Evening,RAB_009,,,,0.0,,0.0,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0970,2025-05-08 18:52:00,Rabbit,Resting,24.61953,78.38072,23.6,Sunny,Savanna,Evening,RAB_009,24.56046,78.34029,2025-05-05 03:14:00,7.736489532802153,87.63333333333334,0.08828249752151562,0,0,0,0,2,0,2,Low,Normal,Habitat factor
S0834,2025-05-11 21:26:00,Rabbit,Resting,24.42204,78.5823,33.2,Sunny,Savanna,Morning,RAB_009,24.61953,78.38072,2025-05-08 18:52:00,29.96856421051884,74.56666666666666,0.40190296214374843,0,0,0,0,2,0,2,Low,Normal,Habitat factor
S0184,2025-05-13 23:27:00,Rabbit,Alert,24.68442,78.44705,28.2,Windy,Forest,Night,RAB_009,24.42204,78.5823,2025-05-11 21:26:00,32.22297086956117,50.016666666666666,0.6442446691681675,0,0,0,5,3,4,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0138,2025-05-15 22:27:00,Rabbit,Grazing,24.34726,78.43742,22.3,Windy,Savanna,Evening,RAB_009,24.68442,78.44705,2025-05-13 23:27:00,37.50313851789189,47.0,0.7979391174019551,20,0,0,5,2,1,28,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0492,2025-05-17 23:38:00,Rabbit,Resting,24.31804,78.60425,33.6,Windy,Grassland,Morning,RAB_009,24.34726,78.43742,2025-05-15 22:27:00,17.212214866648438,49.18333333333333,0.34996031582477344,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0411,2025-05-20 22:12:00,Rabbit,Socializing,24.52988,78.3278,21.8,Rainy,Grassland,Night,RAB_009,24.31804,78.60425,2025-05-17 23:38:00,36.58200430288224,70.56666666666666,0.5184034620153365,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0485,2025-05-23 11:10:00,Rabbit,Socializing,24.34296,78.47254,34.5,Foggy,Savanna,Afternoon,RAB_009,24.52988,78.3278,2025-05-20 22:12:00,25.430241093062225,60.96666666666667,0.4171171311054493,0,0,0,8,2,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0562,2025-05-27 08:48:00,Rabbit,Playing,24.66371,78.46484,32.8,Cloudy,Savanna,Evening,RAB_009,24.34296,78.47254,2025-05-23 11:10:00,35.67428094489748,93.63333333333334,0.38099979649231913,0,0,0,2,2,2,6,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0690,2025-05-30 19:39:00,Rabbit,Running,24.6226,78.30621,33.2,Rainy,Forest,Evening,RAB_009,24.66371,78.46484,2025-05-27 08:48:00,16.671296763178383,82.85,0.20122265254288937,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0560,2025-05-05 13:29:00,Rabbit,Socializing,24.44269,78.47037,27.2,Sunny,Savanna,Afternoon,RAB_010,,,,0.0,,0.0,0,0,0,0,2,1,3,Low,Normal,"Habitat factor, Active/risk behavior"
S0190,2025-05-08 23:59:00,Rabbit,Alert,24.3541,78.35524,25.8,Cloudy,Wetland,Morning,RAB_010,24.44269,78.47037,2025-05-05 13:29:00,15.263041405221777,82.5,0.1850065624875367,0,0,0,2,5,4,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0855,2025-05-11 22:24:00,Rabbit,Playing,24.32124,78.59917,23.8,Windy,Savanna,Evening,RAB_010,24.3541,78.35524,2025-05-08 23:59:00,24.982004470898143,70.41666666666667,0.354774027989086,0,0,0,5,2,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0766,2025-05-14 02:35:00,Rabbit,Running,24.40719,78.61221,29.8,Rainy,Desert,Night,RAB_010,24.32124,78.59917,2025-05-11 22:24:00,9.648045802852556,52.18333333333333,0.18488749542355584,0,0,0,5,1,5,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0617,2025-05-16 04:12:00,Rabbit,Running,24.60738,78.43769,23.1,Cloudy,Savanna,Morning,RAB_010,24.40719,78.61221,2025-05-14 02:35:00,28.412980975375984,49.61666666666667,0.5726499356810746,0,0,0,2,2,5,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0997,2025-05-18 07:10:00,Rabbit,Hunting,24.32554,78.56531,21.1,Sunny,Desert,Evening,RAB_010,24.60738,78.43769,2025-05-16 04:12:00,33.896572278943864,50.96666666666667,0.6650733606071393,0,0,0,0,1,5,6,Low,Normal,"Habitat factor, Active/risk behavior"
S0413,2025-05-21 05:27:00,Rabbit,Grazing,24.65296,78.69636,21.5,Rainy,Grassland,Night,RAB_010,24.32554,78.56531,2025-05-18 07:10:00,38.74738559484075,70.28333333333333,0.5513026169529156,0,0,0,5,1,1,7,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0767,2025-05-23 21:27:00,Rabbit,Hunting,24.48146,78.57929,29.2,Foggy,Wetland,Morning,RAB_010,24.65296,78.69636,2025-05-21 05:27:00,22.446109039846682,64.0,0.3507204537476044,0,0,0,8,5,5,18,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0142,2025-05-27 19:05:00,Rabbit,Running,24.37396,78.49394,22.1,Rainy,Savanna,Evening,RAB_010,24.48146,78.57929,2025-05-23 21:27:00,14.74960288618728,93.63333333333334,0.15752512872396524,0,0,0,5,2,5,12,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0543,2025-05-31 00:19:00,Rabbit,Hunting,24.59083,78.54339,19.2,Cloudy,Desert,Night,RAB_010,24.37396,78.49394,2025-05-27 19:05:00,24.62859502740578,77.23333333333333,0.3188855635831564,0,0,0,2,1,5,8,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0526,2025-05-02 05:33:00,Tiger,Playing,24.52103,78.55368,18.1,Foggy,Desert,Evening,TIG_001,,,,0.0,,0.0,0,0,0,8,1,2,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0454,2025-05-05 19:23:00,Tiger,Alert,24.42217,78.53439,26.3,Sunny,Desert,Morning,TIG_001,24.52103,78.55368,2025-05-02 05:33:00,11.164741327249347,85.83333333333333,0.13007465623979822,0,0,0,0,1,4,5,Low,Normal,"Habitat factor, Active/risk behavior"
S0871,2025-05-08 07:21:00,Tiger,Playing,24.62238,78.64084,20.6,Sunny,Savanna,Afternoon,TIG_001,24.42217,78.53439,2025-05-05 19:23:00,24.730212540442,59.96666666666667,0.4123993197405559,0,0,0,0,2,2,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0219,2025-05-09 13:44:00,Tiger,Running,24.36599,78.62727,22.1,Rainy,Savanna,Evening,TIG_001,24.62238,78.64084,2025-05-08 07:21:00,28.542315362017284,30.383333333333333,0.9394069784536682,20,0,0,5,2,5,32,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0694,2025-05-12 06:08:00,Tiger,Playing,24.67635,78.4301,28.3,Sunny,Desert,Night,TIG_001,24.36599,78.62727,2025-05-09 13:44:00,39.8603701186596,64.4,0.6189498465630373,0,20,0,0,1,2,23,Low,Normal,"Large movement distance, Habitat factor, Active/risk behavior"
S0345,2025-05-13 14:03:00,Tiger,Grazing,24.38881,78.6872,28.4,Sunny,Grassland,Evening,TIG_001,24.67635,78.4301,2025-05-12 06:08:00,41.21474998240097,31.916666666666668,1.2913237592397169,20,20,0,0,1,1,42,Moderate,Monitor,"High movement speed, Large movement distance, Habitat factor, Active/risk behavior"
S0389,2025-05-19 07:32:00,Tiger,Socializing,24.64267,78.57088,28.2,Windy,Wetland,Afternoon,TIG_001,24.38881,78.6872,2025-05-13 14:03:00,30.582766492299125,137.48333333333332,0.22244708322680903,0,0,0,5,5,1,11,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0405,2025-05-22 14:15:00,Tiger,Hunting,24.32446,78.35279,31.6,Foggy,Forest,Night,TIG_001,24.64267,78.57088,2025-05-19 07:32:00,41.70202605331525,78.71666666666667,0.52977378005482,0,20,0,8,3,5,36,Moderate,Monitor,"Large movement distance, Environmental condition, Habitat factor, Active/risk behavior"
S0887,2025-05-24 09:39:00,Tiger,Grazing,24.49708,78.6723,23.5,Foggy,Savanna,Night,TIG_001,24.32446,78.35279,2025-05-22 14:15:00,37.61744246137169,43.4,0.866761347036214,20,0,0,8,2,1,31,Moderate,Monitor,"High movement speed, Environmental condition, Habitat factor, Active/risk behavior"
S0827,2025-05-27 05:56:00,Tiger,Socializing,24.50645,78.59021,31.9,Cloudy,Savanna,Afternoon,TIG_001,24.49708,78.6723,2025-05-24 09:39:00,8.371094184991268,68.28333333333333,0.12259351991688457,0,0,0,2,2,1,5,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0296,2025-05-29 13:20:00,Tiger,Hunting,24.38376,78.58186,32.0,Sunny,Wetland,Night,TIG_001,24.50645,78.59021,2025-05-27 05:56:00,13.668664897282758,55.4,0.24672680320004978,0,0,0,0,5,5,10,Low,Normal,"Habitat factor, Active/risk behavior"
S0338,2025-05-02 10:49:00,Tiger,Hunting,24.5849,78.57808,26.2,Windy,Wetland,Night,TIG_002,,,,0.0,,0.0,0,0,0,5,5,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0940,2025-05-05 21:44:00,Tiger,Playing,24.37498,78.5922,32.5,Foggy,Forest,Morning,TIG_002,24.5849,78.57808,2025-05-02 10:49:00,23.385735616018238,82.91666666666667,0.28203902250474255,0,0,0,8,3,2,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0474,2025-05-08 09:37:00,Tiger,Hunting,24.46211,78.69918,23.4,Rainy,Forest,Night,TIG_002,24.37498,78.5922,2025-05-05 21:44:00,14.532315079131209,59.88333333333333,0.2426771235034435,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0734,2025-05-09 23:13:00,Tiger,Alert,24.33662,78.57385,28.6,Sunny,Forest,Morning,TIG_002,24.46211,78.69918,2025-05-08 09:37:00,18.86217486517365,37.6,0.5016535868397247,0,0,0,0,3,4,7,Low,Normal,"Habitat factor, Active/risk behavior"
S0514,2025-05-12 10:33:00,Tiger,Running,24.42934,78.67926,18.9,Foggy,Desert,Night,TIG_002,24.33662,78.57385,2025-05-09 23:13:00,14.841315268534418,59.333333333333336,0.25013452699777106,0,0,0,8,1,5,14,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0425,2025-05-14 00:16:00,Tiger,Socializing,24.61953,78.43467,28.6,Sunny,Grassland,Morning,TIG_002,24.42934,78.67926,2025-05-12 10:33:00,32.54976681401284,37.71666666666667,0.8630075160586701,20,0,0,0,1,1,22,Low,Normal,"High movement speed, Habitat factor, Active/risk behavior"
S0965,2025-05-19 13:21:00,Tiger,Running,24.45746,78.68572,32.3,Foggy,Savanna,Afternoon,TIG_002,24.61953,78.43467,2025-05-14 00:16:00,31.138969406218877,133.08333333333334,0.23398098489331653,0,0,0,8,2,5,15,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0367,2025-05-22 19:56:00,Tiger,Playing,24.36937,78.33239,29.3,Rainy,Savanna,Morning,TIG_002,24.45746,78.68572,2025-05-19 13:21:00,37.09228255748889,78.58333333333333,0.47201207920452465,0,0,0,5,2,2,9,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0091,2025-05-24 13:36:00,Tiger,Socializing,24.45377,78.56322,30.4,Sunny,Savanna,Morning,TIG_002,24.36937,78.33239,2025-05-22 19:56:00,25.18627463481413,41.666666666666664,0.6044705912355391,0,0,0,0,2,1,3,Low,Normal,"Habitat factor, Active/risk behavior"
S0110,2025-05-27 10:03:00,Tiger,Playing,24.57398,78.46828,21.1,Sunny,Savanna,Evening,TIG_002,24.45377,78.56322,2025-05-24 13:36:00,16.45997487655398,68.45,0.24046712748800553,0,0,0,0,2,2,4,Low,Normal,"Habitat factor, Active/risk behavior"
S0005,2025-05-30 05:10:00,Tiger,Resting,24.49469,78.36676,29.8,Windy,Grassland,Morning,TIG_002,24.57398,78.46828,2025-05-27 10:03:00,13.534833138648038,67.11666666666666,0.20166128341665815,0,0,0,5,1,0,6,Low,Normal,"Environmental condition, Habitat factor"
S0595,2025-05-02 10:57:00,Tiger,Running,24.67668,78.61111,32.9,Windy,Forest,Evening,TIG_003,,,,0.0,,0.0,0,0,0,5,3,5,13,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0733,2025-05-05 21:46:00,Tiger,Running,24.44579,78.68794,33.9,Cloudy,Forest,Evening,TIG_003,24.67668,78.61111,2025-05-02 10:57:00,26.823836971558624,82.81666666666666,0.32389418762195965,0,0,0,2,3,5,10,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
S0208,2025-05-08 09:52:00,Tiger,Resting,24.59119,78.41658,29.9,Cloudy,Wetland,Night,TIG_003,24.44579,78.68794,2025-05-05 21:46:00,31.860041026021023,60.1,0.5301171551750586,0,0,0,2,5,0,7,Low,Normal,"Environmental condition, Habitat factor"
S0507,2025-05-10 04:46:00,Tiger,Resting,24.332,78.51975,20.4,Cloudy,Forest,Afternoon,TIG_003,24.59119,78.41658,2025-05-08 09:52:00,30.654002997085758,42.9,0.7145455244075934,0,0,0,2,3,0,5,Low,Normal,"Environmental condition, Habitat factor"
S0280,2025-05-12 10:40:00,Tiger,Grazing,24.6251,78.63581,23.4,Cloudy,Forest,Morning,TIG_003,24.332,78.51975,2025-05-10 04:46:00,34.643041058550985,53.9,0.6427280344814654,0,0,0,2,3,1,6,Low,Normal,"Environmental condition, Habitat factor, Active/risk behavior"
