sample_id,timestamp,species,behavior,latitude,longitude,temperature,weather,vegetation_type,time_of_day
S0774,2025-05-19 10:16:00,Monkey,Playing,24.36364,78.35586,34.5,Cloudy,Grassland,Morning
S0775,2025-05-29 00:14:00,Leopard,Alert,24.61375,78.53572,20.3,Foggy,Savanna,Afternoon
S0776,2025-05-15 23:50:00,Leopard,Resting,24.55915,78.39867,31.2,Rainy,Grassland,Night
S0777,2025-05-21 07:30:00,Peacock,Socializing,24.49601,78.59189,25.6,Sunny,Forest,Evening
S0778,2025-05-10 09:19:00,Elephant,Socializing,24.53924,78.58901,24.9,Foggy,Grassland,Evening
S0779,2025-05-15 06:53:00,Monkey,Alert,24.33412,78.38942,20.1,Cloudy,Desert,Afternoon
S0780,2025-05-11 00:36:00,Tiger,Socializing,24.54143,78.67668,19.8,Sunny,Desert,Afternoon
S0781,2025-05-06 02:19:00,Tiger,Resting,24.4472,78.50019,22.6,Sunny,Grassland,Morning
S0782,2025-05-29 03:06:00,Tiger,Socializing,24.36174,78.41001,21.3,Windy,Savanna,Morning
S0783,2025-05-08 13:26:00,Leopard,Alert,24.32445,78.52298,27.4,Windy,Forest,Night
S0784,2025-05-13 11:52:00,Tiger,Grazing,24.45226,78.60299,24.2,Sunny,Wetland,Afternoon
S0785,2025-05-24 04:43:00,Monkey,Running,24.47817,78.64177,32.0,Rainy,Wetland,Evening
S0786,2025-05-30 16:59:00,Leopard,Playing,24.67693,78.47104,20.0,Cloudy,Desert,Morning
S0787,2025-05-17 01:31:00,Boar,Grazing,24.64499,78.51574,32.6,Cloudy,Savanna,Evening
S0788,2025-05-27 04:48:00,Leopard,Grazing,24.39663,78.50335,24.0,Foggy,Savanna,Morning
S0789,2025-05-06 19:40:00,Fox,Playing,24.48593,78.43109,25.8,Rainy,Forest,Evening
S0790,2025-05-22 10:49:00,Boar,Playing,24.58011,78.59352,32.7,Windy,Forest,Afternoon
S0791,2025-05-04 20:24:00,Wolf,Grazing,24.51681,78.33703,31.7,Windy,Wetland,Afternoon
S0792,2025-05-10 14:44:00,Deer,Playing,24.47284,78.60674,25.2,Windy,Grassland,Morning
S0793,2025-05-26 02:52:00,Tiger,Playing,24.55017,78.67963,18.6,Windy,Grassland,Afternoon
S0794,2025-05-21 12:03:00,Peacock,Socializing,24.62925,78.58814,27.9,Sunny,Desert,Evening
S0795,2025-05-16 00:41:00,Peacock,Alert,24.64366,78.51435,26.2,Windy,Savanna,Morning
S0796,2025-05-27 12:39:00,Wolf,Resting,24.31497,78.45546,23.9,Foggy,Wetland,Night
S0797,2025-05-29 14:33:00,Monkey,Running,24.67946,78.31564,25.1,Foggy,Grassland,Night
S0798,2025-05-27 02:50:00,Deer,Hunting,24.63308,78.68715,20.8,Foggy,Forest,Evening
S0799,2025-05-19 15:56:00,Elephant,Alert,24.52545,78.48932,29.8,Rainy,Grassland,Evening
S0800,2025-05-17 13:36:00,Boar,Socializing,24.41713,78.37127,34.8,Foggy,Wetland,Afternoon
S0801,2025-05-04 19:38:00,Fox,Grazing,24.64775,78.402,28.5,Rainy,Forest,Evening
S0802,2025-05-05 03:30:00,Monkey,Running,24.64521,78.4921,24.2,Rainy,Desert,Morning
S0803,2025-05-12 04:54:00,Fox,Grazing,24.64766,78.42283,26.7,Cloudy,Forest,Night
S0804,2025-05-15 06:47:00,Boar,Resting,24.42192,78.65846,25.0,Rainy,Desert,Morning
S0805,2025-05-19 00:24:00,Monkey,Running,24.67847,78.48479,32.5,Windy,Grassland,Afternoon
S0806,2025-05-29 04:42:00,Deer,Alert,24.41676,78.50533,20.7,Cloudy,Grassland,Evening
S0807,2025-05-30 14:42:00,Fox,Hunting,24.30538,78.68172,24.6,Windy,Savanna,Night
S0808,2025-05-03 22:17:00,Peacock,Socializing,24.48302,78.33351,32.5,Sunny,Desert,Night
S0809,2025-05-09 18:47:00,Deer,Running,24.32185,78.46838,33.4,Foggy,Grassland,Evening
S0810,2025-05-02 20:00:00,Tiger,Resting,24.30693,78.59213,32.9,Rainy,Forest,Morning
S0811,2025-05-29 01:36:00,Leopard,Resting,24.34136,78.47812,26.3,Windy,Wetland,Evening
S0812,2025-05-24 00:22:00,Peacock,Grazing,24.3411,78.52972,20.4,Foggy,Wetland,Evening
S0813,2025-05-09 04:13:00,Elephant,Resting,24.53091,78.56063,30.1,Sunny,Forest,Morning
S0814,2025-05-15 06:46:00,Boar,Playing,24.44671,78.34514,29.5,Cloudy,Savanna,Evening
S0815,2025-05-20 01:53:00,Peacock,Resting,24.35605,78.48675,30.1,Sunny,Savanna,Afternoon
S0816,2025-05-07 21:50:00,Boar,Socializing,24.3641,78.61823,24.6,Windy,Grassland,Morning
S0817,2025-05-21 05:01:00,Leopard,Socializing,24.34199,78.45411,34.4,Sunny,Wetland,Night
S0818,2025-05-19 00:04:00,Elephant,Hunting,24.45368,78.58938,30.4,Sunny,Wetland,Night
S0819,2025-05-11 20:24:00,Deer,Playing,24.3682,78.6403,30.7,Cloudy,Forest,Afternoon
S0820,2025-05-04 00:12:00,Deer,Resting,24.63478,78.51297,27.4,Sunny,Desert,Evening
S0821,2025-05-05 20:19:00,Monkey,Grazing,24.32454,78.38972,26.0,Rainy,Desert,Morning
S0822,2025-05-08 11:42:00,Peacock,Running,24.42248,78.66956,20.4,Windy,Grassland,Morning
S0823,2025-05-22 06:01:00,Elephant,Running,24.41968,78.48145,19.1,Rainy,Savanna,Evening
S0824,2025-05-07 04:11:00,Elephant,Hunting,24.51066,78.40936,26.5,Windy,Savanna,Evening
S0825,2025-05-12 09:49:00,Monkey,Hunting,24.30959,78.31733,24.9,Windy,Savanna,Evening
S0826,2025-05-17 22:55:00,Deer,Running,24.34131,78.52393,19.8,Rainy,Forest,Night
S0827,2025-05-27 05:56:00,Tiger,Socializing,24.50645,78.59021,31.9,Cloudy,Savanna,Afternoon
S0828,2025-05-21 19:39:00,Peacock,Running,24.30905,78.49304,21.5,Windy,Savanna,Night
S0829,2025-05-16 00:20:00,Boar,Playing,24.33651,78.5051,25.8,Foggy,Savanna,Afternoon
S0830,2025-05-11 21:39:00,Peacock,Playing,24.54295,78.55925,24.9,Cloudy,Desert,Afternoon
S0831,2025-05-03 21:07:00,Fox,Running,24.45009,78.30395,26.2,Cloudy,Desert,Evening
S0832,2025-05-10 08:01:00,Tiger,Grazing,24.34047,78.30985,26.9,Windy,Grassland,Night
S0833,2025-05-19 04:03:00,Peacock,Socializing,24.40015,78.38594,23.9,Foggy,Forest,Morning
S0834,2025-05-11 21:26:00,Rabbit,Resting,24.42204,78.5823,33.2,Sunny,Savanna,Morning
S0835,2025-05-07 01:18:00,Wolf,Playing,24.33362,78.56995,18.3,Windy,Savanna,Evening
S0836,2025-05-25 20:57:00,Elephant,Running,24.39029,78.32685,20.1,Cloudy,Grassland,Morning
S0837,2025-05-16 11:11:00,Monkey,Hunting,24.37134,78.64644,22.8,Foggy,Forest,Night
S0838,2025-05-27 07:32:00,Fox,Grazing,24.4656,78.38931,29.7,Windy,Desert,Morning
S0839,2025-05-25 01:12:00,Deer,Grazing,24.42187,78.61341,19.0,Windy,Savanna,Morning
S0840,2025-05-11 04:44:00,Leopard,Socializing,24.61155,78.42954,28.6,Sunny,Wetland,Morning
S0841,2025-05-20 18:49:00,Tiger,Alert,24.42907,78.50354,26.1,Rainy,Savanna,Evening
S0842,2025-05-25 06:00:00,Wolf,Resting,24.52459,78.35075,20.2,Rainy,Wetland,Afternoon
S0843,2025-05-11 13:41:00,Leopard,Playing,24.32831,78.48847,32.4,Windy,Forest,Afternoon
S0844,2025-05-14 14:04:00,Deer,Resting,24.62821,78.64147,30.0,Foggy,Forest,Afternoon
S0845,2025-05-20 09:31:00,Deer,Running,24.67047,78.60143,25.6,Cloudy,Grassland,Night
S0846,2025-05-15 14:39:00,Deer,Alert,24.55574,78.64074,34.9,Cloudy,Forest,Evening
S0847,2025-05-20 18:27:00,Monkey,Alert,24.69376,78.68164,31.2,Foggy,Wetland,Afternoon
S0848,2025-05-14 12:37:00,Leopard,Running,24.6043,78.56503,23.8,Rainy,Savanna,Afternoon
S0849,2025-05-27 16:51:00,Leopard,Hunting,24.39564,78.39121,28.1,Windy,Grassland,Night
S0850,2025-05-09 21:50:00,Peacock,Hunting,24.43823,78.41006,21.4,Sunny,Wetland,Night
S0851,2025-05-07 19:47:00,Leopard,Hunting,24.60191,78.63521,25.4,Windy,Grassland,Morning
S0852,2025-05-26 17:59:00,Leopard,Alert,24.53363,78.46494,23.0,Foggy,Forest,Night
S0853,2025-05-26 14:49:00,Wolf,Hunting,24.32002,78.49278,29.1,Rainy,Forest,Afternoon
S0854,2025-05-21 13:49:00,Tiger,Hunting,24.68973,78.68367,18.2,Rainy,Forest,Morning
S0855,2025-05-11 22:24:00,Rabbit,Playing,24.32124,78.59917,23.8,Windy,Savanna,Evening
S0856,2025-05-07 10:36:00,Peacock,Grazing,24.47193,78.43372,34.7,Rainy,Forest,Morning
S0857,2025-05-21 00:15:00,Tiger,Alert,24.37254,78.58717,32.0,Sunny,Desert,Morning
S0858,2025-05-22 22:50:00,Deer,Grazing,24.68189,78.49129,29.9,Rainy,Grassland,Morning
S0859,2025-05-29 04:23:00,Deer,Playing,24.50892,78.65697,33.5,Windy,Grassland,Night
S0860,2025-05-31 00:36:00,Tiger,Running,24.32113,78.69895,21.8,Sunny,Forest,Night
S0861,2025-05-29 00:58:00,Fox,Grazing,24.56031,78.41489,18.9,Cloudy,Wetland,Evening
S0862,2025-05-19 14:49:00,Elephant,Playing,24.56201,78.58366,19.7,Windy,Grassland,Night
S0863,2025-05-11 21:38:00,Deer,Grazing,24.61877,78.36119,22.6,Rainy,Desert,Afternoon
S0864,2025-05-21 15:26:00,Wolf,Socializing,24.51886,78.53745,33.6,Sunny,Desert,Afternoon
S0865,2025-05-14 07:46:00,Leopard,Grazing,24.54253,78.34471,25.7,Sunny,Desert,Night
S0866,2025-05-02 03:32:00,Boar,Resting,24.37748,78.48982,28.9,Windy,Forest,Morning
S0867,2025-05-24 18:33:00,Wolf,Hunting,24.54798,78.67479,18.8,Cloudy,Savanna,Night
S0868,2025-05-19 10:02:00,Elephant,Running,24.39271,78.43387,19.1,Foggy,Savanna,Afternoon
S0869,2025-05-03 04:15:00,Deer,Playing,24.43971,78.47811,24.8,Windy,Grassland,Evening
S0870,2025-05-24 04:24:00,Fox,Alert,24.55356,78.55732,29.7,Windy,Desert,Morning
S0871,2025-05-08 07:21:00,Tiger,Playing,24.62238,78.64084,20.6,Sunny,Savanna,Afternoon
S0872,2025-05-02 06:23:00,Leopard,Playing,24.59258,78.68308,23.8,Sunny,Forest,Night
S0873,2025-05-13 17:34:00,Fox,Playing,24.43938,78.67249,23.5,Foggy,Savanna,Afternoon
S0874,2025-05-09 06:43:00,Peacock,Running,24.61483,78.53902,23.9,Rainy,Grassland,Evening
S0875,2025-05-03 20:21:00,Boar,Socializing,24.67325,78.3743,19.0,Windy,Grassland,Night
S0876,2025-05-23 22:45:00,Deer,Resting,24.39352,78.45599,30.8,Cloudy,Savanna,Evening
S0877,2025-05-02 16:52:00,Elephant,Hunting,24.54716,78.47622,23.3,Cloudy,Wetland,Night
S0878,2025-05-12 18:14:00,Tiger,Alert,24.66973,78.50738,21.5,Cloudy,Desert,Morning
S0879,2025-05-09 21:48:00,Rabbit,Socializing,24.55763,78.41095,19.5,Foggy,Forest,Morning
S0880,2025-05-20 05:09:00,Boar,Playing,24.41186,78.67454,32.6,Rainy,Grassland,Afternoon
S0881,2025-05-17 23:44:00,Monkey,Grazing,24.59218,78.3602,25.3,Foggy,Grassland,Evening
S0882,2025-05-15 05:22:00,Leopard,Alert,24.65941,78.65782,21.5,Foggy,Forest,Night
S0883,2025-05-12 08:24:00,Boar,Grazing,24.44895,78.44886,24.5,Sunny,Grassland,Afternoon
S0884,2025-05-01 10:34:00,Wolf,Grazing,24.62824,78.6788,18.6,Foggy,Forest,Afternoon
S0885,2025-05-25 13:38:00,Tiger,Hunting,24.57939,78.56065,32.0,Sunny,Desert,Afternoon
S0886,2025-05-30 19:35:00,Monkey,Playing,24.43783,78.4493,32.2,Rainy,Desert,Night
S0887,2025-05-24 09:39:00,Tiger,Grazing,24.49708,78.6723,23.5,Foggy,Savanna,Night
S0888,2025-05-17 14:15:00,Tiger,Playing,24.61584,78.48872,24.6,Rainy,Forest,Morning
S0889,2025-05-17 13:28:00,Peacock,Socializing,24.67449,78.34132,25.6,Sunny,Desert,Afternoon
S0890,2025-05-30 19:03:00,Monkey,Alert,24.52726,78.41646,25.2,Rainy,Forest,Evening
S0891,2025-05-21 20:45:00,Deer,Playing,24.54265,78.35779,29.7,Foggy,Forest,Afternoon
S0892,2025-05-22 05:41:00,Leopard,Playing,24.3954,78.48281,27.8,Windy,Forest,Evening
S0893,2025-05-22 09:53:00,Leopard,Resting,24.38694,78.41566,20.7,Cloudy,Desert,Night
S0894,2025-05-01 10:04:00,Peacock,Playing,24.68355,78.6022,34.5,Foggy,Desert,Afternoon
S0895,2025-05-13 22:47:00,Boar,Grazing,24.61773,78.54205,24.3,Rainy,Grassland,Night
S0896,2025-05-30 19:46:00,Monkey,Socializing,24.3387,78.59125,22.4,Sunny,Forest,Morning
S0897,2025-05-06 18:19:00,Deer,Grazing,24.61152,78.36155,25.6,Windy,Grassland,Morning
S0898,2025-05-11 10:08:00,Deer,Hunting,24.65502,78.42089,33.6,Cloudy,Grassland,Morning
S0899,2025-05-26 03:20:00,Boar,Grazing,24.64691,78.50751,19.7,Sunny,Desert,Night
S0900,2025-05-12 06:46:00,Monkey,Socializing,24.40416,78.33767,26.2,Rainy,Grassland,Night
S0901,2025-05-09 04:04:00,Tiger,Hunting,24.6074,78.44985,28.3,Rainy,Desert,Evening
S0902,2025-05-09 19:43:00,Peacock,Socializing,24.37805,78.64324,31.8,Windy,Savanna,Morning
S0903,2025-05-24 19:47:00,Boar,Running,24.48587,78.42804,33.8,Cloudy,Desert,Morning
S0904,2025-05-21 12:32:00,Wolf,Grazing,24.53044,78.63602,28.9,Rainy,Savanna,Night
S0905,2025-05-29 12:32:00,Deer,Alert,24.65363,78.40934,28.2,Rainy,Grassland,Afternoon
S0906,2025-05-10 03:34:00,Deer,Resting,24.51314,78.3726,20.0,Sunny,Wetland,Afternoon
S0907,2025-05-19 18:24:00,Peacock,Alert,24.45687,78.63745,24.5,Windy,Grassland,Night
S0908,2025-05-14 09:48:00,Leopard,Resting,24.64309,78.6747,31.1,Rainy,Wetland,Night
S0909,2025-05-04 22:29:00,Fox,Alert,24.46488,78.51356,20.2,Sunny,Desert,Afternoon
S0910,2025-05-15 18:49:00,Deer,Playing,24.44817,78.43625,31.2,Windy,Wetland,Morning
S0911,2025-05-01 22:32:00,Deer,Playing,24.46676,78.38165,33.0,Sunny,Wetland,Morning
S0912,2025-05-04 02:01:00,Boar,Alert,24.40228,78.51401,27.6,Rainy,Wetland,Night
S0913,2025-05-25 18:20:00,Leopard,Socializing,24.49596,78.51774,27.2,Cloudy,Grassland,Afternoon
S0914,2025-05-26 13:42:00,Leopard,Running,24.58296,78.61196,33.7,Sunny,Desert,Afternoon
S0915,2025-05-05 12:49:00,Peacock,Resting,24.40902,78.44097,34.5,Rainy,Grassland,Morning
S0916,2025-05-14 15:47:00,Peacock,Playing,24.57971,78.47269,22.4,Cloudy,Grassland,Night
S0917,2025-05-27 12:45:00,Boar,Alert,24.66879,78.67099,22.6,Rainy,Savanna,Morning
S0918,2025-05-23 05:45:00,Peacock,Resting,24.57454,78.33732,27.4,Cloudy,Grassland,Night
S0919,2025-05-31 01:48:00,Fox,Running,24.65058,78.60842,23.3,Sunny,Forest,Evening
S0920,2025-05-09 04:17:00,Fox,Resting,24.5634,78.60129,28.6,Sunny,Forest,Evening
S0921,2025-05-20 03:19:00,Leopard,Grazing,24.31678,78.43,31.1,Windy,Grassland,Morning
S0922,2025-05-01 21:53:00,Monkey,Running,24.54951,78.44142,24.4,Cloudy,Grassland,Morning
S0923,2025-05-22 05:31:00,Boar,Hunting,24.42336,78.34363,29.6,Foggy,Savanna,Night
S0924,2025-05-04 13:36:00,Deer,Resting,24.30774,78.67271,34.7,Sunny,Desert,Afternoon
S0925,2025-05-13 00:09:00,Boar,Running,24.5889,78.39461,31.4,Rainy,Grassland,Morning
S0926,2025-05-11 11:29:00,Deer,Resting,24.5129,78.44728,23.3,Sunny,Wetland,Night
S0927,2025-05-13 23:20:00,Elephant,Hunting,24.41938,78.54128,26.9,Cloudy,Wetland,Night
S0928,2025-05-07 14:38:00,Boar,Running,24.55623,78.38704,24.3,Sunny,Desert,Evening
S0929,2025-05-24 09:02:00,Rabbit,Hunting,24.30775,78.6836,34.3,Rainy,Wetland,Morning
S0930,2025-05-20 00:10:00,Wolf,Grazing,24.50293,78.55845,22.2,Sunny,Savanna,Evening
S0931,2025-05-12 06:52:00,Monkey,Playing,24.57895,78.46678,24.7,Rainy,Savanna,Evening
S0932,2025-05-13 09:23:00,Boar,Running,24.46209,78.34917,21.7,Windy,Grassland,Evening
S0933,2025-05-21 07:00:00,Leopard,Alert,24.53214,78.43053,19.4,Sunny,Desert,Night
S0934,2025-05-01 06:39:00,Wolf,Resting,24.50975,78.31008,30.8,Foggy,Wetland,Afternoon
S0935,2025-05-03 16:43:00,Wolf,Alert,24.39873,78.67843,26.7,Windy,Grassland,Night
S0936,2025-05-24 19:24:00,Tiger,Grazing,24.46155,78.65836,20.6,Windy,Forest,Afternoon
S0937,2025-05-23 12:35:00,Tiger,Alert,24.41952,78.63851,31.5,Windy,Desert,Night
S0938,2025-05-15 04:38:00,Leopard,Playing,24.67741,78.45085,27.5,Sunny,Forest,Morning
S0939,2025-05-06 14:21:00,Monkey,Resting,24.45568,78.64843,20.1,Foggy,Desert,Evening
S0940,2025-05-05 21:44:00,Tiger,Playing,24.37498,78.5922,32.5,Foggy,Forest,Morning
S0941,2025-05-21 18:23:00,Elephant,Playing,24.42257,78.41816,33.1,Rainy,Forest,Evening
S0942,2025-05-28 01:26:00,Peacock,Resting,24.67079,78.36528,26.1,Sunny,Desert,Morning
S0943,2025-05-30 21:52:00,Tiger,Resting,24.40188,78.34812,31.2,Windy,Forest,Night
S0944,2025-05-05 19:26:00,Peacock,Alert,24.41922,78.68021,21.9,Sunny,Forest,Morning
S0945,2025-05-15 05:55:00,Deer,Socializing,24.32867,78.51019,31.1,Rainy,Grassland,Morning
S0946,2025-05-30 06:06:00,Monkey,Alert,24.43094,78.40621,34.4,Cloudy,Wetland,Afternoon
S0947,2025-05-10 23:58:00,Deer,Playing,24.39403,78.3326,33.9,Cloudy,Desert,Afternoon
S0948,2025-05-23 19:12:00,Elephant,Hunting,24.5203,78.54635,26.7,Rainy,Grassland,Night
S0949,2025-05-12 15:14:00,Fox,Grazing,24.65555,78.58418,34.6,Windy,Grassland,Night
S0950,2025-05-12 00:31:00,Peacock,Hunting,24.59602,78.46249,19.5,Foggy,Forest,Afternoon
S0951,2025-05-11 09:43:00,Monkey,Hunting,24.36392,78.60659,24.7,Windy,Savanna,Afternoon
S0952,2025-05-23 17:26:00,Deer,Playing,24.35905,78.39845,31.9,Sunny,Grassland,Morning
S0953,2025-05-22 12:28:00,Wolf,Running,24.52881,78.60784,19.7,Windy,Wetland,Night
S0954,2025-05-27 15:40:00,Monkey,Socializing,24.40134,78.68653,20.5,Foggy,Forest,Morning
S0955,2025-05-03 20:30:00,Boar,Resting,24.34649,78.67159,21.9,Windy,Forest,Evening
S0956,2025-05-18 11:22:00,Fox,Grazing,24.47177,78.53914,26.8,Cloudy,Desert,Evening
S0957,2025-05-03 18:14:00,Monkey,Resting,24.60189,78.5146,34.0,Foggy,Forest,Afternoon
S0958,2025-05-17 23:45:00,Elephant,Grazing,24.33051,78.59754,19.9,Foggy,Desert,Morning
S0959,2025-05-08 03:14:00,Fox,Hunting,24.67822,78.42814,31.3,Rainy,Forest,Evening
S0960,2025-05-30 01:11:00,Elephant,Grazing,24.48775,78.48098,26.6,Cloudy,Desert,Night
S0961,2025-05-23 16:29:00,Wolf,Running,24.51851,78.6263,27.9,Cloudy,Grassland,Evening
S0962,2025-05-22 01:50:00,Peacock,Hunting,24.37822,78.32044,23.0,Windy,Wetland,Morning
S0963,2025-05-26 14:02:00,Fox,Socializing,24.36389,78.38798,30.4,Windy,Wetland,Night
S0964,2025-05-08 15:18:00,Leopard,Socializing,24.50941,78.40889,23.9,Sunny,Grassland,Night
S0965,2025-05-19 13:21:00,Tiger,Running,24.45746,78.68572,32.3,Foggy,Savanna,Afternoon
S0966,2025-05-10 10:54:00,Monkey,Socializing,24.57138,78.3553,21.7,Cloudy,Grassland,Night
S0967,2025-05-25 11:31:00,Fox,Socializing,24.36359,78.47904,26.7,Cloudy,Savanna,Evening
S0968,2025-05-26 07:18:00,Elephant,Hunting,24.30665,78.49227,29.1,Cloudy,Forest,Evening
S0969,2025-05-10 07:21:00,Elephant,Grazing,24.53595,78.3272,18.6,Cloudy,Savanna,Evening
S0970,2025-05-08 18:52:00,Rabbit,Resting,24.61953,78.38072,23.6,Sunny,Savanna,Evening
S0971,2025-05-11 09:56:00,Wolf,Hunting,24.31458,78.45951,31.2,Rainy,Grassland,Evening
S0972,2025-05-01 15:28:00,Leopard,Playing,24.49739,78.64305,20.8,Cloudy,Wetland,Night
S0973,2025-05-28 20:37:00,Monkey,Alert,24.5379,78.43605,18.2,Foggy,Savanna,Evening
S0974,2025-05-23 16:50:00,Monkey,Alert,24.51709,78.55479,32.4,Foggy,Savanna,Afternoon
S0975,2025-05-15 23:34:00,Boar,Resting,24.35529,78.61647,24.4,Foggy,Forest,Afternoon
S0976,2025-05-07 19:10:00,Monkey,Socializing,24.59961,78.4961,30.5,Sunny,Grassland,Night
S0977,2025-05-08 17:39:00,Deer,Resting,24.64618,78.46122,28.1,Windy,Desert,Evening
S0978,2025-05-09 05:04:00,Elephant,Alert,24.36326,78.37716,27.9,Windy,Desert,Morning
S0979,2025-05-15 03:21:00,Elephant,Resting,24.66803,78.46638,25.0,Cloudy,Grassland,Night
S0980,2025-05-11 02:28:00,Tiger,Hunting,24.67952,78.39291,20.1,Cloudy,Wetland,Morning
S0981,2025-05-03 15:25:00,Boar,Playing,24.66833,78.31561,30.6,Cloudy,Forest,Night
S0982,2025-05-06 08:46:00,Boar,Hunting,24.50528,78.4769,34.3,Cloudy,Wetland,Evening
S0983,2025-05-18 10:12:00,Deer,Grazing,24.4538,78.39782,22.1,Foggy,Grassland,Evening
S0984,2025-05-27 23:39:00,Wolf,Socializing,24.38274,78.68539,21.3,Foggy,Forest,Evening
S0985,2025-05-17 12:59:00,Wolf,Resting,24.49261,78.66717,31.0,Sunny,Grassland,Night
S0986,2025-05-07 12:39:00,Leopard,Hunting,24.43701,78.38861,24.6,Sunny,Savanna,Evening
S0987,2025-05-08 17:59:00,Fox,Socializing,24.65169,78.39734,23.0,Rainy,Grassland,Morning
S0988,2025-05-17 02:50:00,Elephant,Resting,24.46556,78.6293,29.0,Rainy,Grassland,Morning
S0989,2025-05-10 01:32:00,Rabbit,Hunting,24.49852,78.44234,31.8,Foggy,Forest,Afternoon
S0990,2025-05-25 23:52:00,Peacock,Alert,24.47511,78.69983,31.0,Rainy,Desert,Morning
S0991,2025-05-24 20:59:00,Leopard,Running,24.69964,78.4329,19.4,Sunny,Desert,Evening
S0992,2025-05-07 19:51:00,Rabbit,Alert,24.48173,78.5085,25.3,Windy,Wetland,Evening
S0993,2025-05-19 12:31:00,Rabbit,Resting,24.34824,78.62002,32.5,Sunny,Wetland,Night
S0994,2025-05-01 06:13:00,Wolf,Hunting,24.57001,78.48681,31.8,Foggy,Grassland,Afternoon
S0995,2025-05-30 13:50:00,Rabbit,Grazing,24.37961,78.64962,32.0,Sunny,Forest,Night
S0996,2025-05-01 10:10:00,Monkey,Hunting,24.63165,78.45433,30.6,Cloudy,Wetland,Evening
S0997,2025-05-18 07:10:00,Rabbit,Hunting,24.32554,78.56531,21.1,Sunny,Desert,Evening
S0998,2025-05-14 21:02:00,Rabbit,Socializing,24.61971,78.34529,24.3,Windy,Wetland,Night
S0999,2025-05-24 20:54:00,Fox,Playing,24.58777,78.33732,27.9,Sunny,Wetland,Night
